s 5641, a 1 
s 5642, a 1 
s 5643, a 0.98 
s 5644, a 0.98 
s 5645, a 0.98 
s 5646, a 1 
s 5647, a 1 
s 5648, a 1 
s 5649, a 1 
s 5650, a 1 
s 5651, a 0.98 
s 5652, a 1 
s 5653, a 0.98 
s 5654, a 1 
s 5655, a 1 
s 5656, a 1 
s 5657, a 1 
s 5658, a 0.96 
s 5659, a 1 
s 5660, a 0.98 
s 5661, a 0.96 
s 5662, a 0.98 
s 5663, a 1 
s 5664, a 0.98 
s 5665, a 0.96 
s 5666, a 1 
s 5667, a 0.96 
s 5668, a 1 
s 5669, a 1 
s 5670, a 1 
s 5671, a 0.98 
s 5672, a 1 
s 5673, a 1 
s 5674, a 1 
s 5675, a 1 
s 5676, a 1 
s 5677, a 1 
s 5678, a 1 
s 5679, a 1 
s 5680, a 1 
s 5681, a 1 
s 5682, a 0.98 
s 5683, a 0.98 
s 5684, a 0.98 
s 5685, a 0.98 
s 5686, a 1 
s 5687, a 0.98 
s 5688, a 0.98 
s 5689, a 1 
s 5690, a 1 
s 5691, a 0.98 
s 5692, a 1 
s 5693, a 1 
s 5694, a 1 
s 5695, a 1 
s 5696, a 1 
s 5697, a 1 
s 5698, a 1 
s 5699, a 0.96 
s 5700, a 1 
s 5701, a 0.98 
s 5702, a 1 
s 5703, a 1 
s 5704, a 0.96 
s 5705, a 0.94 
s 5706, a 0.98 
s 5707, a 1 
s 5708, a 0.98 
s 5709, a 1 
s 5710, a 1 
s 5711, a 0.98 
s 5712, a 0.98 
s 5713, a 1 
s 5714, a 0.94 
s 5715, a 1 
s 5716, a 1 
s 5717, a 0.98 
s 5718, a 1 
s 5719, a 0.98 
s 5720, a 1 
s 5721, a 1 
s 5722, a 1 
s 5723, a 0.98 
s 5724, a 1 
s 5725, a 0.98 
s 5726, a 1 
s 5727, a 1 
s 5728, a 1 
s 5729, a 1 
s 5730, a 0.98 
s 5731, a 1 
s 5732, a 0.98 
s 5733, a 0.98 
s 5734, a 1 
s 5735, a 1 
s 5736, a 1 
s 5737, a 1 
s 5738, a 0.98 
s 5739, a 1 
s 5740, a 0.98 
s 5741, a 1 
s 5742, a 1 
s 5743, a 1 
s 5744, a 1 
s 5745, a 0.98 
s 5746, a 1 
s 5747, a 1 
s 5748, a 1 
s 5749, a 1 
s 5750, a 0.98 
s 5751, a 1 
s 5752, a 1 
s 5753, a 1 
s 5754, a 1 
s 5755, a 0.98 
s 5756, a 1 
s 5757, a 1 
s 5758, a 1 
s 5759, a 0.98 
s 5760, a 1 
s 5761, a 1 
s 5762, a 1 
s 5763, a 1 
s 5764, a 1 
s 5765, a 1 
s 5766, a 1 
s 5767, a 0.98 
s 5768, a 1 
s 5769, a 0.98 
s 5770, a 1 
s 5771, a 1 
s 5772, a 0.98 
s 5773, a 1 
s 5774, a 1 
s 5775, a 1 
s 5776, a 1 
s 5777, a 1 
s 5778, a 1 
s 5779, a 1 
s 5780, a 0.98 
s 5781, a 0.96 
s 5782, a 0.98 
s 5783, a 1 
s 5784, a 1 
s 5785, a 1 
s 5786, a 0.98 
s 5787, a 0.98 
s 5788, a 0.98 
s 5789, a 0.98 
s 5790, a 0.98 
s 5791, a 1 
s 5792, a 0.98 
s 5793, a 0.98 
s 5794, a 1 
s 5795, a 0.98 
s 5796, a 1 
s 5797, a 1 
s 5798, a 1 
s 5799, a 0.96 
s 5800, a 0.98 
s 5801, a 1 
s 5802, a 1 
s 5803, a 1 
s 5804, a 0.98 
s 5805, a 1 
s 5806, a 0.98 
s 5807, a 0.96 
s 5808, a 1 
s 5809, a 1 
s 5810, a 0.98 
s 5811, a 1 
s 5812, a 1 
s 5813, a 0.98 
s 5814, a 1 
s 5815, a 0.98 
s 5816, a 0.98 
s 5817, a 0.98 
s 5818, a 0.98 
s 5819, a 1 
s 5820, a 0.98 
s 5821, a 1 
s 5822, a 1 
s 5823, a 1 
s 5824, a 1 
s 5825, a 1 
s 5826, a 0.94 
s 5827, a 0.98 
s 5828, a 1 
s 5829, a 0.98 
s 5830, a 1 
s 5831, a 1 
s 5832, a 1 
s 5833, a 1 
s 5834, a 0.98 
s 5835, a 0.98 
s 5836, a 1 
s 5837, a 1 
s 5838, a 1 
s 5839, a 0.98 
s 5840, a 1 
s 5841, a 1 
s 5842, a 0.98 
s 5843, a 1 
s 5844, a 0.98 
s 5845, a 1 
s 5846, a 0.98 
s 5847, a 0.98 
s 5848, a 1 
s 5849, a 1 
s 5850, a 0.98 
s 5851, a 1 
s 5852, a 1 
s 5853, a 0.98 
s 5854, a 0.98 
s 5855, a 1 
s 5856, a 0.98 
s 5857, a 1 
s 5858, a 0.98 
s 5859, a 1 
s 5860, a 1 
s 5861, a 1 
s 5862, a 1 
s 5863, a 1 
s 5864, a 1 
s 5865, a 0.96 
s 5866, a 1 
s 5867, a 1 
s 5868, a 1 
s 5869, a 1 
s 5870, a 0.98 
s 5871, a 0.98 
s 5872, a 1 
s 5873, a 1 
s 5874, a 1 
s 5875, a 1 
s 5876, a 1 
s 5877, a 1 
s 5878, a 1 
s 5879, a 1 
s 5880, a 0.98 
s 5881, a 0.98 
s 5882, a 1 
s 5883, a 0.98 
s 5884, a 0.98 
s 5885, a 0.96 
s 5886, a 0.98 
s 5887, a 1 
s 5888, a 0.98 
s 5889, a 0.98 
s 5890, a 1 
s 5891, a 1 
s 5892, a 1 
s 5893, a 1 
s 5894, a 0.98 
s 5895, a 0.98 
s 5896, a 1 
s 5897, a 1 
s 5898, a 1 
s 5899, a 0.96 
s 5900, a 1 
s 5901, a 1 
s 5902, a 0.98 
s 5903, a 1 
s 5904, a 0.94 
s 5905, a 1 
s 5906, a 1 
s 5907, a 1 
s 5908, a 1 
s 5909, a 0.98 
s 5910, a 1 
s 5911, a 1 
s 5912, a 1 
s 5913, a 1 
s 5914, a 0.98 
s 5915, a 0.98 
s 5916, a 1 
s 5917, a 1 
s 5918, a 1 
s 5919, a 1 
s 5920, a 1 
s 5921, a 1 
s 5922, a 1 
s 5923, a 0.98 
s 5924, a 0.98 
s 5925, a 1 
s 5926, a 1 
s 5927, a 0.98 
s 5928, a 1 
s 5929, a 1 
s 5930, a 1 
s 5931, a 1 
s 5932, a 0.98 
s 5933, a 1 
s 5934, a 0.96 
s 5935, a 1 
s 5936, a 0.98 
s 5937, a 1 
s 5938, a 1 
s 5939, a 1 
s 5940, a 0.98 
s 5941, a 0.98 
s 5942, a 0.96 
s 5943, a 1 
s 5944, a 0.98 
s 5945, a 1 
s 5946, a 0.96 
s 5947, a 1 
s 5948, a 0.98 
s 5949, a 1 
s 5950, a 1 
s 5951, a 0.98 
s 5952, a 1 
s 5953, a 1 
s 5954, a 1 
s 5955, a 1 
s 5956, a 0.98 
s 5957, a 0.98 
s 5958, a 0.98 
s 5959, a 0.98 
s 5960, a 0.98 
s 5961, a 1 
s 5962, a 1 
s 5963, a 1 
s 5964, a 0.98 
s 5965, a 1 
s 5966, a 0.96 
s 5967, a 1 
s 5968, a 1 
s 5969, a 1 
s 5970, a 0.98 
s 5971, a 0.98 
s 5972, a 0.98 
s 5973, a 1 
s 5974, a 1 
s 5975, a 1 
s 5976, a 1 
s 5977, a 1 
s 5978, a 0.98 
s 5979, a 0.98 
s 5980, a 1 
s 5981, a 1 
s 5982, a 1 
s 5983, a 1 
s 5984, a 1 
s 5985, a 0.98 
s 5986, a 1 
s 5987, a 1 
s 5988, a 0.98 
s 5989, a 0.98 
s 5990, a 1 
s 5991, a 0.96 
s 5992, a 1 
s 5993, a 1 
s 5994, a 1 
s 5995, a 1 
s 5996, a 0.98 
s 5997, a 1 
s 5998, a 1 
s 5999, a 1 
s 6000, a 1 
s 6001, a 1 
s 6002, a 1 
s 6003, a 1 
s 6004, a 1 
s 6005, a 1 
s 6006, a 0.98 
s 6007, a 0.98 
s 6008, a 0.98 
s 6009, a 1 
s 6010, a 1 
s 6011, a 1 
s 6012, a 1 
s 6013, a 0.98 
s 6014, a 0.98 
s 6015, a 0.98 
s 6016, a 0.98 
s 6017, a 0.98 
s 6018, a 0.98 
s 6019, a 0.98 
s 6020, a 1 
s 6021, a 1 
s 6022, a 1 
s 6023, a 1 
s 6024, a 1 
s 6025, a 0.98 
s 6026, a 0.98 
s 6027, a 1 
s 6028, a 1 
s 6029, a 0.96 
s 6030, a 1 
s 6031, a 1 
s 6032, a 1 
s 6033, a 1 
s 6034, a 1 
s 6035, a 1 
s 6036, a 1 
s 6037, a 1 
s 6038, a 1 
s 6039, a 1 
s 6040, a 1 
s 6041, a 1 
s 6042, a 1 
s 6043, a 1 
s 6044, a 1 
s 6045, a 0.96 
s 6046, a 0.96 
s 6047, a 1 
s 6048, a 1 
s 6049, a 1 
s 6050, a 1 
s 6051, a 1 
s 6052, a 1 
s 6053, a 1 
s 6054, a 0.98 
s 6055, a 1 
s 6056, a 1 
s 6057, a 0.98 
s 6058, a 0.98 
s 6059, a 1 
s 6060, a 1 
s 6061, a 1 
s 6062, a 1 
s 6063, a 0.98 
s 6064, a 1 
s 6065, a 0.96 
s 6066, a 0.98 
s 6067, a 1 
s 6068, a 0.98 
s 6069, a 1 
s 6070, a 1 
s 6071, a 0.98 
s 6072, a 1 
s 6073, a 1 
s 6074, a 0.98 
s 6075, a 1 
s 6076, a 0.98 
s 6077, a 0.98 
s 6078, a 1 
s 6079, a 0.96 
s 6080, a 0.96 
s 6081, a 0.98 
s 6082, a 1 
s 6083, a 1 
s 6084, a 0.96 
s 6085, a 0.96 
s 6086, a 0.98 
s 6087, a 1 
s 6088, a 1 
s 6089, a 1 
s 6090, a 0.98 
s 6091, a 1 
s 6092, a 1 
s 6093, a 0.98 
s 6094, a 1 
s 6095, a 1 
s 6096, a 1 
s 6097, a 0.98 
s 6098, a 1 
s 6099, a 0.98 
s 6100, a 0.98 
s 6101, a 1 
s 6102, a 1 
s 6103, a 1 
s 6104, a 1 
s 6105, a 1 
s 6106, a 0.98 
s 6107, a 0.98 
s 6108, a 1 
s 6109, a 0.98 
s 6110, a 1 
s 6111, a 1 
s 6112, a 0.98 
s 6113, a 0.98 
s 6114, a 0.98 
s 6115, a 1 
s 6116, a 1 
s 6117, a 0.9 
s 6118, a 1 
s 6119, a 0.98 
s 6120, a 0.98 
s 6121, a 1 
s 6122, a 1 
s 6123, a 1 
s 6124, a 1 
s 6125, a 1 
s 6126, a 0.98 
s 6127, a 0.98 
s 6128, a 0.98 
s 6129, a 1 
s 6130, a 1 
s 6131, a 1 
s 6132, a 0.98 
s 6133, a 1 
s 6134, a 1 
s 6135, a 0.98 
s 6136, a 1 
s 6137, a 1 
s 6138, a 1 
s 6139, a 0.98 
s 6140, a 1 
s 6141, a 0.96 
s 6142, a 0.96 
s 6143, a 1 
s 6144, a 1 
s 6145, a 1 
s 6146, a 0.96 
s 6147, a 1 
s 6148, a 0.96 
s 6149, a 0.98 
s 6150, a 1 
s 6151, a 1 
s 6152, a 1 
s 6153, a 0.98 
s 6154, a 0.98 
s 6155, a 1 
s 6156, a 1 
s 6157, a 1 
s 6158, a 1 
s 6159, a 1 
s 6160, a 1 
s 6161, a 1 
s 6162, a 1 
s 6163, a 1 
s 6164, a 1 
s 6165, a 1 
s 6166, a 1 
s 6167, a 1 
s 6168, a 1 
s 6169, a 1 
s 6170, a 1 
s 6171, a 1 
s 6172, a 1 
s 6173, a 1 
s 6174, a 1 
s 6175, a 0.98 
s 6176, a 0.98 
s 6177, a 1 
s 6178, a 1 
s 6179, a 1 
s 6180, a 1 
s 6181, a 0.98 
s 6182, a 0.98 
s 6183, a 0.96 
s 6184, a 0.98 
s 6185, a 1 
s 6186, a 1 
s 6187, a 1 
s 6188, a 1 
s 6189, a 1 
s 6190, a 1 
s 6191, a 1 
s 6192, a 1 
s 6193, a 1 
s 6194, a 0.98 
s 6195, a 0.98 
s 6196, a 0.98 
s 6197, a 1 
s 6198, a 0.98 
s 6199, a 0.98 
s 6200, a 0.98 
s 6201, a 0.98 
s 6202, a 1 
s 6203, a 1 
s 6204, a 1 
s 6205, a 1 
s 6206, a 1 
s 6207, a 1 
s 6208, a 0.98 
s 6209, a 0.98 
s 6210, a 0.98 
s 6211, a 1 
s 6212, a 0.98 
s 6213, a 0.98 
s 6214, a 1 
s 6215, a 0.98 
s 6216, a 1 
s 6217, a 0.96 
s 6218, a 0.98 
s 6219, a 1 
s 6220, a 1 
s 6221, a 1 
s 6222, a 1 
s 6223, a 1 
s 6224, a 0.98 
s 6225, a 1 
s 6226, a 1 
s 6227, a 1 
s 6228, a 0.98 
s 6229, a 1 
s 6230, a 0.98 
s 6231, a 0.98 
s 6232, a 1 
s 6233, a 1 
s 6234, a 0.98 
s 6235, a 0.98 
s 6236, a 0.98 
s 6237, a 1 
s 6238, a 0.98 
s 6239, a 1 
s 6240, a 1 
s 6241, a 0.98 
s 6242, a 0.98 
s 6243, a 1 
s 6244, a 1 
s 6245, a 0.98 
s 6246, a 1 
s 6247, a 0.96 
s 6248, a 1 
s 6249, a 1 
s 6250, a 1 
s 6251, a 1 
s 6252, a 1 
s 6253, a 0.96 
s 6254, a 1 
s 6255, a 1 
s 6256, a 0.96 
s 6257, a 0.96 
s 6258, a 0.98 
s 6259, a 1 
s 6260, a 0.98 
s 6261, a 0.96 
s 6262, a 1 
s 6263, a 0.98 
s 6264, a 0.98 
s 6265, a 0.96 
s 6266, a 0.98 
s 6267, a 0.96 
s 6268, a 0.94 
s 6269, a 0.98 
s 6270, a 1 
s 6271, a 0.96 
s 6272, a 0.98 
s 6273, a 0.98 
s 6274, a 1 
s 6275, a 1 
s 6276, a 0.96 
s 6277, a 0.98 
s 6278, a 1 
s 6279, a 0.98 
s 6280, a 0.98 
s 6281, a 1 
s 6282, a 1 
s 6283, a 1 
s 6284, a 1 
s 6285, a 0.96 
s 6286, a 0.98 
s 6287, a 1 
s 6288, a 0.98 
s 6289, a 0.92 
s 6290, a 1 
s 6291, a 1 
s 6292, a 0.98 
s 6293, a 0.98 
s 6294, a 0.98 
s 6295, a 1 
s 6296, a 0.96 
s 6297, a 1 
s 6298, a 1 
s 6299, a 1 
s 6300, a 1 
s 6301, a 1 
s 6302, a 1 
s 6303, a 1 
s 6304, a 0.98 
s 6305, a 1 
s 6306, a 0.98 
s 6307, a 0.96 
s 6308, a 1 
s 6309, a 1 
s 6310, a 0.98 
s 6311, a 0.98 
s 6312, a 1 
s 6313, a 0.98 
s 6314, a 1 
s 6315, a 0.98 
s 6316, a 0.98 
s 6317, a 1 
s 6318, a 0.98 
s 6319, a 0.96 
s 6320, a 0.98 
s 6321, a 0.98 
s 6322, a 1 
s 6323, a 0.98 
s 6324, a 1 
s 6325, a 0.98 
s 6326, a 1 
s 6327, a 1 
s 6328, a 1 
s 6329, a 0.98 
s 6330, a 0.98 
s 6331, a 0.98 
s 6332, a 1 
s 6333, a 1 
s 6334, a 0.98 
s 6335, a 1 
s 6336, a 1 
s 6337, a 1 
s 6338, a 1 
s 6339, a 0.96 
s 6340, a 1 
s 6341, a 1 
s 6342, a 1 
s 6343, a 1 
s 6344, a 1 
s 6345, a 0.98 
s 6346, a 1 
s 6347, a 1 
s 6348, a 1 
s 6349, a 1 
s 6350, a 1 
s 6351, a 0.98 
s 6352, a 1 
s 6353, a 1 
s 6354, a 1 
s 6355, a 1 
s 6356, a 0.98 
s 6357, a 1 
s 6358, a 0.96 
s 6359, a 1 
s 6360, a 1 
s 6361, a 1 
s 6362, a 1 
s 6363, a 0.98 
s 6364, a 0.98 
s 6365, a 1 
s 6366, a 1 
s 6367, a 0.98 
s 6368, a 1 
s 6369, a 0.98 
s 6370, a 1 
s 6371, a 0.98 
s 6372, a 1 
s 6373, a 0.96 
s 6374, a 0.98 
s 6375, a 0.98 
s 6376, a 1 
s 6377, a 1 
s 6378, a 1 
s 6379, a 1 
s 6380, a 1 
s 6381, a 1 
s 6382, a 0.98 
s 6383, a 0.98 
s 6384, a 1 
s 6385, a 1 
s 6386, a 1 
s 6387, a 1 
s 6388, a 1 
s 6389, a 1 
s 6390, a 1 
s 6391, a 1 
s 6392, a 1 
s 6393, a 1 
s 6394, a 0.98 
s 6395, a 1 
s 6396, a 1 
s 6397, a 1 
s 6398, a 1 
s 6399, a 1 
s 6400, a 1 
s 6401, a 1 
s 6402, a 1 
s 6403, a 0.98 
s 6404, a 0.98 
s 6405, a 1 
s 6406, a 1 
s 6407, a 1 
s 6408, a 1 
s 6409, a 1 
s 6410, a 0.98 
s 6411, a 1 
s 6412, a 1 
s 6413, a 0.98 
s 6414, a 0.96 
s 6415, a 0.96 
s 6416, a 0.98 
s 6417, a 0.98 
s 6418, a 1 
s 6419, a 1 
s 6420, a 0.98 
s 6421, a 1 
s 6422, a 0.98 
s 6423, a 1 
s 6424, a 1 
s 6425, a 1 
s 6426, a 0.98 
s 6427, a 0.96 
s 6428, a 0.98 
s 6429, a 1 
s 6430, a 1 
s 6431, a 1 
s 6432, a 1 
s 6433, a 1 
s 6434, a 1 
s 6435, a 1 
s 6436, a 1 
s 6437, a 1 
s 6438, a 0.96 
s 6439, a 0.98 
s 6440, a 0.98 
s 6441, a 1 
s 6442, a 0.98 
s 6443, a 1 
s 6444, a 1 
s 6445, a 1 
s 6446, a 1 
s 6447, a 1 
s 6448, a 1 
s 6449, a 0.94 
s 6450, a 1 
s 6451, a 1 
s 6452, a 0.98 
s 6453, a 1 
s 6454, a 0.98 
s 6455, a 1 
s 6456, a 0.98 
s 6457, a 0.98 
s 6458, a 0.98 
s 6459, a 1 
s 6460, a 1 
s 6461, a 0.98 
s 6462, a 1 
s 6463, a 0.98 
s 6464, a 1 
s 6465, a 1 
s 6466, a 1 
s 6467, a 1 
s 6468, a 1 
s 6469, a 1 
s 6470, a 1 
s 6471, a 0.96 
s 6472, a 0.98 
s 6473, a 0.98 
s 6474, a 0.98 
s 6475, a 1 
s 6476, a 1 
s 6477, a 0.98 
s 6478, a 1 
s 6479, a 0.96 
s 6480, a 1 
s 6481, a 0.98 
s 6482, a 1 
s 6483, a 1 
s 6484, a 1 
s 6485, a 0.98 
s 6486, a 1 
s 6487, a 1 
s 6488, a 0.98 
s 6489, a 0.98 
s 6490, a 1 
s 6491, a 0.98 
s 6492, a 1 
s 6493, a 0.98 
s 6494, a 0.98 
s 6495, a 0.98 
s 6496, a 1 
s 6497, a 1 
s 6498, a 1 
s 6499, a 1 
s 6500, a 1 
s 6501, a 1 
s 6502, a 1 
s 6503, a 1 
s 6504, a 1 
s 6505, a 1 
s 6506, a 1 
s 6507, a 0.98 
s 6508, a 1 
s 6509, a 1 
s 6510, a 1 
s 6511, a 1 
s 6512, a 1 
s 6513, a 1 
s 6514, a 0.98 
s 6515, a 1 
s 6516, a 0.98 
s 6517, a 1 
s 6518, a 1 
s 6519, a 1 
s 6520, a 1 
s 6521, a 0.98 
s 6522, a 0.96 
s 6523, a 1 
s 6524, a 0.98 
s 6525, a 0.98 
s 6526, a 1 
s 6527, a 1 
s 6528, a 1 
s 6529, a 1 
s 6530, a 0.96 
s 6531, a 0.98 
s 6532, a 1 
s 6533, a 0.98 
s 6534, a 0.98 
s 6535, a 1 
s 6536, a 1 
s 6537, a 1 
s 6538, a 1 
s 6539, a 1 
s 6540, a 1 
s 6541, a 1 
s 6542, a 1 
s 6543, a 1 
s 6544, a 1 
s 6545, a 0.96 
s 6546, a 1 
s 6547, a 0.98 
s 6548, a 1 
s 6549, a 1 
s 6550, a 1 
s 6551, a 1 
s 6552, a 0.96 
s 6553, a 1 
s 6554, a 0.98 
s 6555, a 1 
s 6556, a 1 
s 6557, a 1 
s 6558, a 1 
s 6559, a 0.98 
s 6560, a 1 
s 6561, a 1 
s 6562, a 0.98 
s 6563, a 1 
s 6564, a 0.96 
s 6565, a 1 
s 6566, a 1 
s 6567, a 1 
s 6568, a 0.96 
s 6569, a 0.98 
s 6570, a 0.98 
s 6571, a 0.96 
s 6572, a 0.98 
s 6573, a 0.98 
s 6574, a 0.98 
s 6575, a 1 
s 6576, a 0.98 
s 6577, a 1 
s 6578, a 0.98 
s 6579, a 1 
s 6580, a 1 
s 6581, a 1 
s 6582, a 0.96 
s 6583, a 0.98 
s 6584, a 1 
s 6585, a 1 
s 6586, a 1 
s 6587, a 1 
s 6588, a 1 
s 6589, a 1 
s 6590, a 0.98 
s 6591, a 1 
s 6592, a 1 
s 6593, a 1 
s 6594, a 0.98 
s 6595, a 1 
s 6596, a 1 
s 6597, a 1 
s 6598, a 1 
s 6599, a 1 
s 6600, a 0.98 
s 6601, a 1 
s 6602, a 1 
s 6603, a 1 
s 6604, a 1 
s 6605, a 1 
s 6606, a 0.98 
s 6607, a 0.98 
s 6608, a 1 
s 6609, a 1 
s 6610, a 0.96 
s 6611, a 1 
s 6612, a 1 
s 6613, a 0.98 
s 6614, a 1 
s 6615, a 1 
s 6616, a 1 
s 6617, a 1 
s 6618, a 1 
s 6619, a 0.98 
s 6620, a 1 
s 6621, a 1 
s 6622, a 1 
s 6623, a 0.98 
s 6624, a 1 
s 6625, a 0.98 
s 6626, a 1 
s 6627, a 1 
s 6628, a 1 
s 6629, a 1 
s 6630, a 1 
s 6631, a 0.98 
s 6632, a 0.98 
s 6633, a 1 
s 6634, a 0.98 
s 6635, a 0.96 
s 6636, a 0.98 
s 6637, a 1 
s 6638, a 1 
s 6639, a 0.98 
s 6640, a 1 
s 6641, a 1 
s 6642, a 1 
s 6643, a 1 
s 6644, a 1 
s 6645, a 0.98 
s 6646, a 1 
s 6647, a 0.98 
s 6648, a 1 
s 6649, a 1 
s 6650, a 0.96 
s 6651, a 1 
s 6652, a 0.98 
s 6653, a 0.98 
s 6654, a 1 
s 6655, a 1 
s 6656, a 0.96 
s 6657, a 1 
s 6658, a 1 
s 6659, a 1 
s 6660, a 1 
s 6661, a 1 
s 6662, a 0.98 
s 6663, a 1 
s 6664, a 1 
s 6665, a 0.98 
s 6666, a 1 
s 6667, a 0.98 
s 6668, a 0.98 
s 6669, a 1 
s 6670, a 0.98 
s 6671, a 1 
s 6672, a 1 
s 6673, a 0.98 
s 6674, a 1 
s 6675, a 1 
s 6676, a 0.98 
s 6677, a 1 
s 6678, a 0.98 
s 6679, a 1 
s 6680, a 1 
s 6681, a 0.98 
s 6682, a 1 
s 6683, a 0.96 
s 6684, a 0.92 
s 6685, a 0.98 
s 6686, a 1 
s 6687, a 1 
s 6688, a 1 
s 6689, a 1 
s 6690, a 1 
s 6691, a 0.98 
s 6692, a 1 
s 6693, a 1 
s 6694, a 1 
s 6695, a 1 
s 6696, a 1 
s 6697, a 0.98 
s 6698, a 1 
s 6699, a 0.98 
s 6700, a 0.98 
s 6701, a 1 
s 6702, a 0.98 
s 6703, a 0.96 
s 6704, a 0.98 
s 6705, a 1 
s 6706, a 1 
s 6707, a 1 
s 6708, a 1 
s 6709, a 1 
s 6710, a 0.98 
s 6711, a 1 
s 6712, a 0.98 
s 6713, a 0.98 
s 6714, a 1 
s 6715, a 1 
s 6716, a 0.98 
s 6717, a 0.98 
s 6718, a 1 
s 6719, a 0.96 
s 6720, a 0.98 
s 6721, a 1 
s 6722, a 1 
s 6723, a 1 
s 6724, a 1 
s 6725, a 1 
s 6726, a 0.98 
s 6727, a 1 
s 6728, a 0.98 
s 6729, a 1 
s 6730, a 0.98 
s 6731, a 1 
s 6732, a 1 
s 6733, a 1 
s 6734, a 1 
s 6735, a 0.96 
s 6736, a 0.98 
s 6737, a 0.94 
s 6738, a 0.98 
s 6739, a 0.98 
s 6740, a 1 
s 6741, a 1 
s 6742, a 1 
s 6743, a 1 
s 6744, a 0.98 
s 6745, a 0.98 
s 6746, a 0.96 
s 6747, a 0.98 
s 6748, a 1 
s 6749, a 1 
s 6750, a 1 
s 6751, a 1 
s 6752, a 0.98 
s 6753, a 1 
s 6754, a 1 
s 6755, a 0.98 
s 6756, a 1 
s 6757, a 1 
s 6758, a 0.96 
s 6759, a 1 
s 6760, a 1 
s 6761, a 1 
s 6762, a 0.98 
s 6763, a 1 
s 6764, a 1 
s 6765, a 0.98 
s 6766, a 1 
s 6767, a 0.98 
s 6768, a 1 
s 6769, a 0.98 
s 6770, a 1 
s 6771, a 1 
s 6772, a 1 
s 6773, a 1 
s 6774, a 1 
s 6775, a 1 
s 6776, a 0.96 
s 6777, a 1 
s 6778, a 1 
s 6779, a 1 
s 6780, a 1 
s 6781, a 0.98 
s 6782, a 1 
s 6783, a 1 
s 6784, a 1 
s 6785, a 1 
s 6786, a 1 
s 6787, a 1 
s 6788, a 1 
s 6789, a 1 
s 6790, a 1 
s 6791, a 1 
s 6792, a 1 
s 6793, a 1 
s 6794, a 1 
s 6795, a 1 
s 6796, a 0.98 
s 6797, a 1 
s 6798, a 1 
s 6799, a 1 
s 6800, a 1 
s 6801, a 1 
s 6802, a 0.98 
s 6803, a 0.98 
s 6804, a 0.98 
s 6805, a 1 
s 6806, a 1 
s 6807, a 1 
s 6808, a 1 
s 6809, a 1 
s 6810, a 1 
s 6811, a 1 
s 6812, a 1 
s 6813, a 1 
s 6814, a 1 
s 6815, a 0.98 
s 6816, a 1 
s 6817, a 1 
s 6818, a 0.98 
s 6819, a 1 
s 6820, a 1 
s 6821, a 1 
s 6822, a 1 
s 6823, a 0.98 
s 6824, a 0.98 
s 6825, a 0.98 
s 6826, a 1 
s 6827, a 1 
s 6828, a 1 
s 6829, a 0.98 
s 6830, a 1 
s 6831, a 1 
s 6832, a 1 
s 6833, a 1 
s 6834, a 1 
s 6835, a 1 
s 6836, a 1 
s 6837, a 0.98 
s 6838, a 1 
s 6839, a 0.98 
s 6840, a 1 
s 6841, a 1 
s 6842, a 0.98 
s 6843, a 1 
s 6844, a 0.98 
s 6845, a 1 
s 6846, a 1 
s 6847, a 0.98 
s 6848, a 0.94 
s 6849, a 1 
s 6850, a 1 
s 6851, a 0.98 
s 6852, a 1 
s 6853, a 1 
s 6854, a 0.96 
s 6855, a 0.98 
s 6856, a 1 
s 6857, a 1 
s 6858, a 1 
s 6859, a 1 
s 6860, a 1 
s 6861, a 1 
s 6862, a 1 
s 6863, a 1 
s 6864, a 1 
s 6865, a 1 
s 6866, a 1 
s 6867, a 1 
s 6868, a 1 
s 6869, a 1 
s 6870, a 0.98 
s 6871, a 1 
s 6872, a 1 
s 6873, a 1 
s 6874, a 1 
s 6875, a 0.96 
s 6876, a 1 
s 6877, a 1 
s 6878, a 1 
s 6879, a 1 
s 6880, a 1 
s 6881, a 1 
s 6882, a 0.98 
s 6883, a 0.98 
s 6884, a 0.98 
s 6885, a 1 
s 6886, a 1 
s 6887, a 0.96 
s 6888, a 1 
s 6889, a 1 
s 6890, a 0.98 
s 6891, a 0.98 
s 6892, a 1 
s 6893, a 0.98 
s 6894, a 1 
s 6895, a 0.98 
s 6896, a 1 
s 6897, a 0.96 
s 6898, a 1 
s 6899, a 0.98 
s 6900, a 1 
s 6901, a 1 
s 6902, a 1 
s 6903, a 0.98 
s 6904, a 1 
s 6905, a 1 
s 6906, a 1 
s 6907, a 1 
s 6908, a 1 
s 6909, a 1 
s 6910, a 1 
s 6911, a 1 
s 6912, a 0.98 
s 6913, a 0.98 
s 6914, a 0.98 
s 6915, a 0.98 
s 6916, a 1 
s 6917, a 1 
s 6918, a 1 
s 6919, a 0.98 
s 6920, a 0.98 
s 6921, a 1 
s 6922, a 0.96 
s 6923, a 1 
s 6924, a 1 
s 6925, a 0.98 
s 6926, a 1 
s 6927, a 0.94 
s 6928, a 1 
s 6929, a 1 
s 6930, a 1 
s 6931, a 1 
s 6932, a 1 
s 6933, a 0.98 
s 6934, a 1 
s 6935, a 0.96 
s 6936, a 0.96 
s 6937, a 1 
s 6938, a 1 
s 6939, a 0.96 
s 6940, a 1 
s 6941, a 1 
s 6942, a 1 
s 6943, a 1 
s 6944, a 1 
s 6945, a 1 
s 6946, a 1 
